id_transaccion,monto,tipo_transaccion,saldo_despues,ubicacion,hora,fraude
206,50.93927282506509,Transferencia,718.0318330995967,Presencial,0,0
207,511.8503566158304,Transferencia,11128.206983431097,Presencial,7,0
208,3319.1913366947388,Transferencia,15264.451148677115,Presencial,22,0
209,30.28261131186234,Depósito,10793.845889832715,Presencial,0,0
210,808.2362168304057,Depósito,16831.62293158838,Online,7,0
211,2745.925277886098,Compra,765.1880085551105,Presencial,13,0
212,3461.016512475003,Transferencia,7398.366320876208,Online,13,0
213,3261.54649121549,Depósito,4817.700784366143,Online,1,0
214,1125.2252007554962,Compra,9000.73206632673,Online,7,0
215,3562.3352106309417,Transferencia,1540.2902245630373,Online,18,0
216,1190.0591920465163,Retiro,19087.219667264344,Presencial,9,0
217,1630.3714923055422,Depósito,4542.782481280283,Presencial,6,0
218,3733.7245685645307,Compra,18453.924732123338,Presencial,12,0
219,3249.916330740837,Retiro,8575.273785229967,Presencial,21,0
220,4246.870935418418,Transferencia,19711.93025177884,Online,20,0
221,3289.776397040215,Transferencia,11125.761830858193,Online,14,0
222,2843.7014736606807,Transferencia,18623.573997098567,Online,10,0
223,472.9054653013219,Depósito,206.4448750150346,Presencial,13,0
224,1841.7404362818704,Compra,14989.952242999912,Presencial,10,0
225,1329.6858265702185,Retiro,18070.707996740057,Presencial,1,0
226,1223.7282686785225,Compra,2880.439282881186,Presencial,1,0
227,4865.187720988466,Depósito,2012.9044494698146,Online,11,0
228,1968.5231347104682,Compra,8548.994883000516,Presencial,14,0
229,4460.772543109681,Depósito,18680.21023204541,Presencial,16,0
230,3157.537436856328,Transferencia,10893.49254778973,Online,13,0
231,3975.0824611905336,Retiro,10596.38362806247,Online,15,0
232,2515.672280060435,Transferencia,2908.409754156505,Presencial,7,0
233,2886.634903708664,Compra,115.71127075505385,Presencial,23,0
234,2465.1258806252254,Transferencia,16221.787805834678,Online,16,0
235,980.2387240512322,Retiro,1842.7338034261406,Presencial,4,0
236,3613.648315731219,Transferencia,12713.611392832947,Online,11,0
237,1407.4579503920747,Retiro,18300.86744485231,Online,5,0
238,126.45825232511193,Retiro,4252.173071852777,Presencial,17,0
239,3229.134118056303,Transferencia,13338.929441114526,Online,4,0
240,889.6678436382094,Depósito,1666.1016764794383,Presencial,5,0
241,4702.590628842807,Compra,12114.727362368498,Presencial,8,0
242,4769.873242127924,Depósito,3362.2412469687347,Presencial,14,0
243,4574.74762915114,Depósito,14745.475854252043,Presencial,9,0
244,1853.9427077759447,Transferencia,6094.502766398773,Online,16,0
245,82.2057995616928,Compra,9321.48107521246,Presencial,18,0
246,4641.951220125688,Compra,12028.667786349672,Presencial,11,0
247,2143.779820844985,Depósito,3508.3408722581676,Online,8,0
248,4833.440821123129,Transferencia,14858.592590490656,Presencial,14,0
249,4818.281785560818,Compra,6122.5427786726095,Presencial,13,0
250,4265.7822300594635,Depósito,13281.200012263795,Presencial,0,0
251,1475.7722158875806,Compra,3249.8327089175355,Presencial,16,0
252,1928.5631543666166,Transferencia,13793.54141820637,Online,0,0
253,4256.4276742267,Transferencia,2650.9426489281886,Online,22,0
254,1588.025415755607,Transferencia,8564.594275772673,Presencial,20,1
255,851.616269697032,Compra,5019.400867403649,Online,21,0
256,2786.222305979459,Retiro,14992.667463620834,Online,12,0
257,4681.093096933101,Compra,5314.496589686803,Online,7,0
258,3481.6688343914902,Retiro,17646.174397268387,Online,12,0
259,2852.455544596378,Transferencia,17847.222206991595,Presencial,15,0
260,490.39658638498884,Depósito,4009.1821729334383,Online,1,0
261,3076.961097362353,Retiro,12315.534305653713,Presencial,12,0
262,4950.318981270795,Transferencia,1845.58107022729,Presencial,17,0
263,704.7196561064375,Transferencia,7891.588282072421,Online,2,0
264,2594.056613556865,Retiro,14295.102417075317,Presencial,12,0
265,4387.478494280137,Depósito,13222.522612313334,Online,18,0
266,3705.1392456822514,Transferencia,12531.543321191499,Presencial,12,0
267,3486.5936262713635,Retiro,5722.563186882627,Presencial,18,0
268,3513.9079995156108,Depósito,7622.6964937446,Online,3,0
269,1800.658300342677,Depósito,2148.628279535695,Presencial,18,0
270,1471.4912621011445,Transferencia,14408.55412662866,Online,17,0
271,4047.7589716151756,Compra,10127.387056146343,Presencial,5,0
272,4051.5164064225078,Compra,14204.436083678527,Presencial,18,0
273,4336.026231307618,Transferencia,5053.976143457768,Online,3,0
274,4566.636560019574,Depósito,6556.320749837818,Online,3,0
275,2559.1552823103843,Transferencia,6750.885211476281,Online,23,0
276,2510.073891962562,Retiro,612.2739539696024,Presencial,6,0
277,3992.484418939042,Compra,6886.852669329409,Online,6,0
278,3251.569834234937,Retiro,16085.761013008867,Online,22,0
279,3511.324551902228,Transferencia,17956.240065419795,Online,15,0
280,3979.984383833325,Transferencia,10412.544481154957,Online,15,0
281,4450.5766823787435,Depósito,9164.483734862482,Presencial,4,0
282,1693.2858084734214,Depósito,713.409912117468,Presencial,14,0
283,1881.0368484365204,Depósito,17596.166317949115,Presencial,22,0
284,474.43978950514065,Retiro,358.9032471748671,Presencial,3,0
285,2893.509304275889,Depósito,18900.526596183216,Presencial,23,0
286,184.53165761472673,Transferencia,9835.403348893004,Presencial,12,0
287,2330.6621005716383,Depósito,6904.496422137059,Online,18,0
288,2715.509950364345,Compra,18491.946853368936,Presencial,6,0
289,1436.2735543807805,Depósito,585.3807628909251,Online,11,0
290,2956.2121365422086,Retiro,11670.355407894833,Online,8,0
291,157.3487484455519,Compra,11023.757237536818,Online,16,0
292,191.55420280232602,Compra,4464.475984106503,Online,1,0
293,4113.889800494993,Compra,8634.85988386919,Presencial,15,0
294,1804.1522538492582,Retiro,13080.053718281028,Presencial,6,0
295,639.6672606961645,Transferencia,14569.910817950358,Presencial,17,0
296,2613.6050839737477,Depósito,114.26548826093766,Online,6,0
297,3851.117797727561,Compra,18743.383258811205,Presencial,0,0
298,1083.0260323467317,Compra,3374.0549106169665,Presencial,2,0
299,3116.337926715906,Compra,4748.250641024948,Presencial,20,0
300,431.31058764387114,Transferencia,5343.12156930758,Presencial,10,0
301,263.15019723719547,Transferencia,852.6207173855026,Presencial,21,0
302,2659.116384682899,Retiro,2548.737259447466,Presencial,14,0
303,2705.472432442482,Transferencia,19728.363466588824,Online,2,0
304,3188.9623579835416,Depósito,6372.813073807993,Online,23,0
305,3631.8262119446945,Retiro,2394.491697747082,Presencial,12,0
306,4879.38113691536,Retiro,2229.126097375004,Online,3,0
307,2583.9202397644704,Depósito,14417.25335663244,Online,22,0
308,1618.1675823415235,Depósito,17105.916414249554,Presencial,21,0
309,3976.955042869675,Depósito,5213.35076021855,Online,7,0
310,1357.8070950540607,Retiro,516.0992954711759,Presencial,21,0
311,2197.6622464246525,Retiro,4539.491367062581,Online,3,0
312,396.88962480461845,Retiro,1224.662246855471,Presencial,17,0
313,131.62696336021025,Depósito,2157.559238937826,Online,6,0
314,4813.428831316236,Depósito,8687.011584968082,Online,10,0
315,4180.720701958468,Compra,4675.375580146489,Online,3,0
316,3481.3911594380215,Transferencia,10367.322982655925,Online,12,0
317,2047.719957349278,Compra,5144.525689818089,Presencial,8,0
318,870.6051287538746,Depósito,18816.692291948657,Online,8,0
319,786.4030281420748,Retiro,18128.284961732665,Presencial,22,0
320,1254.9632763321536,Depósito,11379.441489708273,Presencial,20,0
321,2748.387190207072,Transferencia,7153.037440548985,Online,18,0
322,3574.4066338868115,Compra,7684.822952491238,Online,2,0
323,3302.6858967050675,Compra,8295.86043457549,Presencial,11,0
324,1403.2698152449846,Retiro,14578.828510485386,Online,10,0
325,4774.552076912654,Compra,9087.616010824875,Presencial,19,0
326,3690.795098895364,Compra,17148.92593546736,Online,10,0
327,2773.9984922944464,Depósito,18887.486240014256,Presencial,16,1
328,3060.5451274405896,Compra,6785.328452240784,Online,20,0
329,2100.9023118268105,Compra,11257.820179376035,Online,13,0
330,1242.4162925582816,Compra,1991.625082968032,Presencial,15,0
331,1783.0835298630516,Retiro,4089.334050550544,Presencial,23,0
332,3790.4413217695237,Retiro,8327.968757532186,Presencial,9,0
333,76.89547570563056,Depósito,4203.434046445399,Online,3,0
334,584.7828393320466,Compra,17543.55376669548,Online,9,0
335,234.78319689865498,Retiro,3249.8964955760516,Online,19,0
336,208.44036758325583,Retiro,9167.65034890653,Online,11,0
337,4278.025617134981,Depósito,12153.414885151526,Presencial,8,0
338,3519.771007603218,Transferencia,13868.091772400803,Presencial,14,0
339,2373.4982762911895,Compra,7723.080457557484,Online,8,0
340,493.68163245175236,Retiro,17395.071467622096,Online,6,0
341,2460.6212962085774,Depósito,11409.551106450717,Online,23,0
342,2369.9914950489256,Depósito,8846.204830906281,Presencial,11,0
343,870.1433402005258,Depósito,1438.0886176355286,Presencial,19,0
344,2172.0889879436754,Retiro,9347.320422058783,Online,23,0
345,1995.5311483148803,Compra,16432.643232233033,Presencial,13,0
346,3081.171239770821,Transferencia,12329.366262604177,Online,21,0
347,3177.292786083881,Compra,16660.032829209456,Online,15,0
348,231.29352881136236,Depósito,9930.832244926181,Presencial,18,0
349,1876.1900100592238,Depósito,2457.3879313801885,Presencial,22,0
350,3131.1702789926107,Transferencia,371.4329321340333,Presencial,2,0
351,2518.1656116075383,Compra,6134.068979699965,Presencial,10,0
352,4283.16675673567,Depósito,13990.010382806071,Online,22,0
353,3295.1746899366303,Depósito,15826.172088439705,Presencial,20,0
354,818.8574632717413,Compra,5985.481408944555,Presencial,19,0
355,357.49089326514706,Depósito,9963.513025576618,Presencial,18,0
356,3213.8842946405466,Compra,8480.266198238225,Presencial,7,0
357,137.42399615540094,Depósito,8269.403408593414,Online,19,0
358,2930.949028460949,Compra,4703.839392682995,Online,7,0
359,4701.450055917663,Transferencia,2813.7849900862216,Presencial,2,0
360,2879.4935184900155,Depósito,4014.102308801141,Presencial,9,0
361,1943.908781401577,Transferencia,1201.1145045505873,Online,12,0
362,3218.224651119554,Depósito,4042.801762289183,Online,8,0
363,2293.9731880051254,Depósito,283.0978627450512,Presencial,5,0
364,2730.355862633095,Retiro,12582.442172655967,Online,14,0
365,4707.616719838743,Compra,6395.870607014889,Online,15,0
366,1933.5826758148673,Transferencia,19465.57975739548,Online,4,1
367,4806.146866300452,Transferencia,3954.9693104483276,Online,20,1
368,4527.226456570538,Transferencia,6981.988549160918,Presencial,12,0
369,982.9767182725357,Compra,7221.0390569665105,Online,18,0
370,351.45969787145145,Retiro,268.18477164296473,Online,1,1
371,508.3861168802461,Transferencia,16800.238265485234,Presencial,5,0
372,96.0180191294909,Compra,736.6897568720619,Presencial,0,0
373,476.74258897586236,Depósito,18809.578711111903,Presencial,14,0
374,3416.6188332147026,Transferencia,17852.279586763052,Online,14,0
375,360.58729905884377,Transferencia,10756.886130110675,Presencial,13,0
376,1598.2832733173377,Retiro,10917.551940734713,Online,6,0
377,4225.152178292426,Transferencia,13110.180666827511,Presencial,4,0
378,121.2433190004502,Transferencia,7802.2952375042505,Online,19,0
379,4073.2700705317343,Depósito,12979.723439617324,Presencial,15,0
380,1412.8645999931327,Compra,990.8909349008887,Presencial,16,0
381,595.233313970173,Compra,1175.5477842595587,Online,10,0
382,3485.2021409939325,Retiro,9198.885350428933,Presencial,14,0
383,3146.5695196655206,Depósito,11037.483792010094,Presencial,19,0
384,4387.972707567629,Compra,17767.571042682797,Presencial,15,0
385,3676.6798638004093,Depósito,2182.7466147671357,Presencial,2,0
386,4018.3872472723187,Compra,16470.693751158396,Presencial,5,0
387,1413.7626899936758,Depósito,4279.942012112185,Online,20,0
388,891.3105211797155,Retiro,7942.264605349634,Online,22,0
389,3754.3206844460874,Transferencia,6400.388453065517,Presencial,12,0
390,4035.1395226399836,Retiro,8063.08993002144,Presencial,0,0
391,4952.573184293363,Compra,3094.8604116444526,Online,20,0
392,2066.025296172575,Retiro,10121.044480630744,Online,13,0
393,1863.230338534952,Transferencia,16052.68753764421,Presencial,1,0
394,3883.182738906274,Retiro,8886.526806540049,Online,1,0
395,1707.313683563824,Compra,9863.210160374161,Presencial,14,0
396,4654.132841389805,Compra,16990.474947098155,Presencial,17,0
397,4292.771695455844,Retiro,14150.556481296813,Presencial,8,0
398,2147.8251667382165,Transferencia,9860.042729543717,Presencial,2,0
399,3755.6009836185294,Retiro,5228.143398964676,Online,3,0
400,3773.9416560529885,Transferencia,17710.042262214836,Online,14,0
401,520.1037248354834,Depósito,11582.705993642112,Online,4,0
402,4513.251768864436,Transferencia,4500.837441202799,Presencial,19,0
403,2528.7356003770465,Depósito,5455.483077496406,Online,19,0
404,4133.155043208169,Retiro,16082.348469831293,Presencial,4,0
405,1603.6477571479056,Transferencia,978.4966855403636,Presencial,9,0
406,4478.138526338521,Depósito,19842.63452187352,Online,15,0
407,1949.0623852771448,Depósito,2693.9984263243564,Presencial,11,0
408,59.13406914409031,Depósito,15941.763655399054,Presencial,13,0
409,4527.382972214222,Compra,7956.028803756489,Presencial,21,0
410,460.9769505467371,Retiro,9895.10204742059,Online,10,0
411,1599.9716197641224,Depósito,17624.9464915451,Presencial,18,0
412,4750.559525418771,Transferencia,8316.932672825344,Online,5,0
413,4753.282698953093,Depósito,10796.125698097367,Presencial,9,0
414,2869.322251175814,Compra,1081.0632819424818,Online,19,0
415,3161.0268747881473,Retiro,146.71472996231776,Presencial,2,0
416,2244.985382281707,Compra,4971.517472734346,Online,21,0
417,1469.5878046318323,Compra,13643.60354908347,Online,14,0
418,1646.6794041227301,Compra,2513.1713778468206,Presencial,10,0
419,3364.229688104807,Transferencia,2363.8629802105334,Presencial,21,0
420,3763.110774541212,Retiro,8278.116099914474,Presencial,1,0
421,3958.9373234106133,Retiro,12991.957068303707,Presencial,23,1
422,3949.142623258797,Transferencia,14270.232645733817,Online,5,0
423,460.5744847282084,Retiro,3651.1684145576583,Presencial,16,0
424,2474.6294219893944,Compra,1683.8041327036447,Online,17,0
425,292.5060062831382,Retiro,18813.900975516328,Presencial,3,0
426,2749.896767207059,Transferencia,5287.261012985824,Online,22,0
427,2210.4448543600183,Compra,17081.595302413603,Online,8,0
428,4439.082392877707,Transferencia,17283.479864210083,Online,9,0
429,1757.820487697633,Depósito,15473.199576074634,Presencial,20,0
430,589.7497470558912,Compra,3459.7887723861445,Presencial,1,0
431,719.2434518539151,Compra,16453.849039158587,Online,10,0
432,3808.745605428774,Retiro,15408.086128907575,Online,10,0
433,3092.999226264724,Compra,11974.787503113721,Online,10,0
434,510.10776723333726,Transferencia,6810.3204998621595,Online,0,0
435,425.11349654441216,Retiro,5323.9212249042275,Online,13,0
436,3506.3408116383043,Depósito,2525.5953203991435,Presencial,0,0
437,368.45121678914666,Transferencia,10244.165631327342,Online,20,0
438,4110.190996155329,Depósito,11746.691422645945,Presencial,22,0
439,3532.6799246466985,Depósito,7250.845911264166,Presencial,8,0
440,411.3371593062893,Depósito,9559.645446849285,Presencial,23,0
441,428.76438185553366,Compra,7333.937701648407,Online,0,0
